Date;Close
16/04/2015;222.8820038
17/04/2015;223.3560028
18/04/2015;222.6000061
19/04/2015;224.6260071
20/04/2015;235.2689972
21/04/2015;234.1759949
22/04/2015;236.4620056
23/04/2015;231.2680054
24/04/2015;226.3899994
25/04/2015;219.4299927
26/04/2015;229.2859955
27/04/2015;225.8549957
28/04/2015;225.8079987
29/04/2015;236.1450043
30/04/2015;232.0789948
01/05/2015;234.9299927
02/05/2015;240.3580017
03/05/2015;239.0180054
04/05/2015;236.1210022
05/05/2015;229.7819977
06/05/2015;237.3339996
07/05/2015;243.8630066
08/05/2015;241.8320007
09/05/2015;240.2960052
10/05/2015;242.1580048
11/05/2015;241.1119995
12/05/2015;236.3769989
13/05/2015;236.9290009
14/05/2015;237.6049957
15/05/2015;236.1529999
16/05/2015;236.802002
17/05/2015;233.128006
18/05/2015;231.9470062
19/05/2015;234.0180054
20/05/2015;235.3439941
21/05/2015;240.3480072
22/05/2015;238.871994
23/05/2015;240.9530029
24/05/2015;237.1100006
25/05/2015;237.1159973
26/05/2015;237.2830048
27/05/2015;237.4080048
28/05/2015;237.095993
29/05/2015;233.3450012
30/05/2015;230.1900024
31/05/2015;222.9259949
01/06/2015;225.8029938
02/06/2015;225.8739929
03/06/2015;224.3240051
04/06/2015;224.9519958
05/06/2015;225.6190033
06/06/2015;222.8809967
07/06/2015;228.4889984
08/06/2015;229.0480042
09/06/2015;228.8029938
10/06/2015;229.7050018
11/06/2015;229.9819946
12/06/2015;232.4019928
13/06/2015;233.5429993
14/06/2015;236.822998
15/06/2015;250.8950043
16/06/2015;249.2839966
17/06/2015;249.0070038
18/06/2015;244.6060028
19/06/2015;245.2120056
20/06/2015;243.9440002
21/06/2015;246.9900055
22/06/2015;244.2960052
23/06/2015;240.5149994
24/06/2015;242.798996
25/06/2015;243.5939941
26/06/2015;250.9900055
27/06/2015;249.0110016
28/06/2015;257.0639954
29/06/2015;263.071991
30/06/2015;258.6210022
01/07/2015;255.4120026
02/07/2015;256.3359985
03/07/2015;260.8859863
04/07/2015;271.9129944
05/07/2015;269.0299988
06/07/2015;266.2070007
07/07/2015;270.7850037
08/07/2015;269.2279968
09/07/2015;284.8940125
10/07/2015;293.1149902
11/07/2015;310.8670044
12/07/2015;292.0539856
13/07/2015;287.4639893
14/07/2015;285.82901
15/07/2015;278.0889893
16/07/2015;279.4719849
17/07/2015;274.901001
18/07/2015;273.6140137
19/07/2015;278.9809875
20/07/2015;275.8330078
21/07/2015;277.2219849
22/07/2015;276.0490112
23/07/2015;288.2780151
24/07/2015;288.696991
25/07/2015;292.6860046
26/07/2015;293.6239929
27/07/2015;294.427002
28/07/2015;289.5899963
29/07/2015;287.7219849
30/07/2015;284.6499939
31/07/2015;281.6010132
01/08/2015;282.6140137
02/08/2015;281.2269897
03/08/2015;285.2179871
04/08/2015;281.8819885
05/08/2015;278.5769958
06/08/2015;279.5849915
07/08/2015;260.9970093
08/08/2015;265.0830078
09/08/2015;264.4700012
10/08/2015;270.3859863
11/08/2015;266.3760071
12/08/2015;264.0799866
13/08/2015;265.6799927
14/08/2015;261.5509949
15/08/2015;258.5069885
16/08/2015;257.9760132
17/08/2015;211.0789948
18/08/2015;226.6840057
19/08/2015;235.3500061
20/08/2015;232.5690002
21/08/2015;230.3899994
22/08/2015;228.1690063
23/08/2015;210.4949951
24/08/2015;221.6089935
25/08/2015;225.8309937
26/08/2015;224.7689972
27/08/2015;231.3959961
28/08/2015;229.7799988
29/08/2015;228.7610016
30/08/2015;230.0559998
31/08/2015;228.1210022
01/09/2015;229.2839966
02/09/2015;227.1829987
03/09/2015;230.2980042
04/09/2015;235.0189972
05/09/2015;239.8399963
06/09/2015;239.8470001
07/09/2015;243.6069946
08/09/2015;238.1679993
09/09/2015;238.477005
10/09/2015;240.1069946
11/09/2015;235.2290039
12/09/2015;230.5119934
13/09/2015;230.6439972
14/09/2015;230.3040009
15/09/2015;229.0910034
16/09/2015;229.8099976
17/09/2015;232.9750061
18/09/2015;231.4929962
19/09/2015;231.2120056
20/09/2015;227.0850067
21/09/2015;230.6179962
22/09/2015;230.2830048
23/09/2015;234.529007
24/09/2015;235.1439972
25/09/2015;234.3399963
26/09/2015;232.7570038
27/09/2015;239.1419983
28/09/2015;236.6869965
29/09/2015;236.0599976
30/09/2015;237.548996
01/10/2015;237.2929993
02/10/2015;238.7299957
03/10/2015;238.2590027
04/10/2015;240.3829956
05/10/2015;246.0630035
06/10/2015;242.9689941
07/10/2015;242.3040009
08/10/2015;243.9309998
09/10/2015;244.9409943
10/10/2015;247.0500031
11/10/2015;245.3079987
12/10/2015;249.5079956
13/10/2015;251.9889984
14/10/2015;254.3200073
15/10/2015;262.868988
16/10/2015;270.6400146
17/10/2015;261.6430054
18/10/2015;263.4370117
19/10/2015;269.4630127
20/10/2015;266.2720032
21/10/2015;274.0230103
22/10/2015;276.4960022
23/10/2015;281.6539917
24/10/2015;283.6799927
26/10/2015;285.2999878
27/10/2015;293.7879944
28/10/2015;304.6180115
29/10/2015;313.855011
30/10/2015;328.0150146
31/10/2015;314.1659851
01/11/2015;325.4309998
02/11/2015;361.1889954
03/11/2015;403.4169922
04/11/2015;411.5629883
05/11/2015;386.3540039
06/11/2015;374.4700012
07/11/2015;386.4819946
08/11/2015;373.3680115
09/11/2015;380.2569885
10/11/2015;336.8190002
11/11/2015;311.0840149
12/11/2015;338.1520081
13/11/2015;336.7529907
14/11/2015;332.9060059
15/11/2015;320.1659851
16/11/2015;330.7510071
17/11/2015;335.0939941
18/11/2015;334.5899963
19/11/2015;326.1489868
20/11/2015;322.0220032
21/11/2015;326.927002
22/11/2015;324.5360107
23/11/2015;323.04599
24/11/2015;320.04599
25/11/2015;328.2059937
26/11/2015;352.6839905
27/11/2015;358.0419922
28/11/2015;357.381012
29/11/2015;371.2940063
30/11/2015;377.3210144
01/12/2015;362.4880066
02/12/2015;359.1870117
03/12/2015;361.04599
04/12/2015;363.1830139
05/12/2015;388.9490051
06/12/2015;388.7829895
07/12/2015;395.5360107
08/12/2015;415.5629883
09/12/2015;417.5629883
10/12/2015;415.4790039
11/12/2015;451.9379883
12/12/2015;434.9970093
13/12/2015;433.7550049
14/12/2015;444.1820068
15/12/2015;465.3210144
16/12/2015;454.9339905
17/12/2015;456.0780029
18/12/2015;463.6159973
19/12/2015;462.321991
20/12/2015;442.6849976
21/12/2015;438.6390076
22/12/2015;436.571991
23/12/2015;442.401001
24/12/2015;454.9849854
25/12/2015;455.6530151
26/12/2015;417.2739868
27/12/2015;422.822998
28/12/2015;422.2789917
29/12/2015;432.9830017
30/12/2015;426.6199951
31/12/2015;430.5669861
01/01/2016;434.3340149
02/01/2016;433.4379883
03/01/2016;430.0109863
04/01/2016;433.0910034
05/01/2016;431.9599915
06/01/2016;429.105011
07/01/2016;458.0480042
08/01/2016;453.230011
09/01/2016;447.6109924
10/01/2016;447.9909973
11/01/2016;448.428009
12/01/2016;435.6900024
13/01/2016;432.3710022
14/01/2016;430.3059998
15/01/2016;364.3309937
16/01/2016;387.5360107
17/01/2016;382.2990112
18/01/2016;387.1679993
19/01/2016;380.1489868
20/01/2016;420.230011
21/01/2016;410.2619934
22/01/2016;382.4920044
23/01/2016;387.4909973
24/01/2016;402.9710083
25/01/2016;391.7260132
26/01/2016;392.1530151
27/01/2016;394.9719849
28/01/2016;380.2890015
29/01/2016;379.473999
30/01/2016;378.2550049
31/01/2016;368.7669983
01/02/2016;373.0559998
02/02/2016;374.447998
03/02/2016;369.9490051
04/02/2016;389.5939941
05/02/2016;386.5490112
06/02/2016;376.5220032
07/02/2016;376.6199951
08/02/2016;373.446991
09/02/2016;376.0289917
10/02/2016;381.6489868
11/02/2016;379.6539917
12/02/2016;384.2630005
13/02/2016;391.8599854
14/02/2016;407.230011
15/02/2016;400.1849976
16/02/2016;407.4880066
17/02/2016;416.321991
18/02/2016;422.3729858
19/02/2016;420.7850037
20/02/2016;437.1640015
21/02/2016;438.7980042
22/02/2016;437.7479858
23/02/2016;420.7359924
24/02/2016;424.9549866
25/02/2016;424.5440063
26/02/2016;432.1520081
27/02/2016;432.5190125
28/02/2016;433.5039978
29/02/2016;437.696991
01/03/2016;435.1229858
02/03/2016;423.9890137
03/03/2016;421.651001
04/03/2016;410.9389954
05/03/2016;400.5700073
06/03/2016;407.7070007
07/03/2016;414.3210144
08/03/2016;413.9719849
09/03/2016;414.8599854
10/03/2016;417.131012
11/03/2016;421.6900024
12/03/2016;411.6239929
13/03/2016;414.0650024
14/03/2016;416.4379883
15/03/2016;416.8299866
16/03/2016;417.0109863
17/03/2016;420.6210022
18/03/2016;409.5480042
19/03/2016;410.4440002
20/03/2016;413.7550049
21/03/2016;413.3070068
22/03/2016;418.0889893
23/03/2016;418.0409851
24/03/2016;416.3940125
25/03/2016;417.177002
26/03/2016;417.9450073
27/03/2016;426.7650146
27/03/2016;424.2309875
28/03/2016;416.5159912
29/03/2016;414.8160095
30/03/2016;416.7290039
31/03/2016;417.9599915
01/04/2016;420.8729858
02/04/2016;420.9039917
03/04/2016;421.4440002
04/04/2016;424.0299988
05/04/2016;423.4129944
06/04/2016;422.7449951
07/04/2016;420.348999
08/04/2016;419.4110107
09/04/2016;421.5639954
10/04/2016;422.4830017
11/04/2016;425.1900024
12/04/2016;423.7340088
13/04/2016;424.2820129
14/04/2016;429.7130127
15/04/2016;430.571991
16/04/2016;427.3989868
17/04/2016;428.5910034
18/04/2016;435.5090027
19/04/2016;441.3890076
20/04/2016;449.4249878
21/04/2016;445.7369995
22/04/2016;450.2820129
23/04/2016;458.5549927
24/04/2016;461.4259949
25/04/2016;466.0889893
26/04/2016;444.6870117
27/04/2016;449.0109863
28/04/2016;455.0969849
29/04/2016;448.3179932
30/04/2016;451.875
01/05/2016;444.6690063
02/05/2016;450.3039856
03/05/2016;446.7219849
04/05/2016;447.9760132
05/05/2016;459.6029968
06/05/2016;458.5360107
07/05/2016;458.5480042
08/05/2016;460.4830017
09/05/2016;450.894989
10/05/2016;452.7279968
11/05/2016;454.7659912
12/05/2016;455.6700134
13/05/2016;455.67099
14/05/2016;457.5679932
15/05/2016;454.1629944
16/05/2016;453.7829895
17/05/2016;454.618988
18/05/2016;438.7149963
19/05/2016;442.6759949
20/05/2016;443.1879883
21/05/2016;439.322998
22/05/2016;444.1549988
23/05/2016;445.9809875
24/05/2016;449.598999
25/05/2016;453.3840027
26/05/2016;473.4639893
27/05/2016;530.039978
28/05/2016;526.2329712
29/05/2016;533.8640137
30/05/2016;531.3859863
31/05/2016;536.9199829
01/06/2016;537.9719849
02/06/2016;569.1939697
03/06/2016;572.7269897
04/06/2016;574.9769897
05/06/2016;585.5369873
06/06/2016;576.5969849
07/06/2016;581.6450195
08/06/2016;574.6300049
09/06/2016;577.4699707
10/06/2016;606.7269897
11/06/2016;672.7839966
12/06/2016;704.3759766
13/06/2016;685.559021
14/06/2016;694.4689941
15/06/2016;766.3079834
16/06/2016;748.9089966
17/06/2016;756.2269897
18/06/2016;763.7810059
19/06/2016;737.2260132
20/06/2016;666.6519775
21/06/2016;596.1160278
22/06/2016;623.9769897
23/06/2016;665.2990112
24/06/2016;665.1229858
25/06/2016;629.3670044
26/06/2016;655.2750244
27/06/2016;647.0009766
28/06/2016;639.8900146
29/06/2016;673.3369751
30/06/2016;676.2960205
01/07/2016;703.7020264
02/07/2016;658.6640015
03/07/2016;683.6619873
04/07/2016;670.6270142
05/07/2016;677.3309937
06/07/2016;640.5620117
07/07/2016;666.5230103
08/07/2016;650.960022
09/07/2016;649.3599854
10/07/2016;647.6589966
11/07/2016;664.5510254
12/07/2016;654.4680176
13/07/2016;658.0780029
14/07/2016;663.2550049
15/07/2016;660.7670288
16/07/2016;679.4589844
17/07/2016;673.1060181
18/07/2016;672.8640137
19/07/2016;665.6849976
20/07/2016;665.0120239
21/07/2016;650.6190186
22/07/2016;655.5560303
23/07/2016;661.2849731
24/07/2016;654.0969849
25/07/2016;651.7839966
26/07/2016;654.3519897
27/07/2016;655.0349731
28/07/2016;656.9920044
29/07/2016;655.0469971
30/07/2016;624.6810303
31/07/2016;606.2719727
01/08/2016;547.4650269
02/08/2016;566.3549805
03/08/2016;578.2890015
04/08/2016;575.0430298
05/08/2016;587.7780151
06/08/2016;592.6900024
07/08/2016;591.0540161
08/08/2016;587.8010254
09/08/2016;592.1030273
10/08/2016;589.1199951
11/08/2016;587.559021
12/08/2016;585.5880127
13/08/2016;570.4730225
14/08/2016;567.2399902
15/08/2016;577.4390259
16/08/2016;573.2160034
17/08/2016;574.3179932
18/08/2016;575.6300049
19/08/2016;581.6970215
20/08/2016;581.3079834
21/08/2016;586.7529907
22/08/2016;583.414978
23/08/2016;580.1820068
24/08/2016;577.7609863
25/08/2016;579.651001
26/08/2016;569.9470215
27/08/2016;573.9119873
28/08/2016;574.1069946
29/08/2016;577.5029907
30/08/2016;575.4719849
31/08/2016;572.3029785
01/09/2016;575.5369873
02/09/2016;598.2119751
03/09/2016;608.6339722
04/09/2016;606.5900269
05/09/2016;610.4359741
06/09/2016;614.5440063
07/09/2016;626.315979
08/09/2016;622.8610229
09/09/2016;623.5089722
10/09/2016;606.7189941
11/09/2016;608.242981
12/09/2016;609.2410278
13/09/2016;610.684021
14/09/2016;607.1550293
15/09/2016;606.9730225
16/09/2016;605.9840088
17/09/2016;609.8740234
18/09/2016;609.2269897
19/09/2016;608.3120117
20/09/2016;597.1489868
21/09/2016;596.2979736
22/09/2016;602.84198
23/09/2016;602.625
24/09/2016;600.8259888
25/09/2016;608.0430298
26/09/2016;606.1660156
27/09/2016;604.7280273
28/09/2016;605.6929932
29/09/2016;609.7349854
30/09/2016;613.9829712
01/10/2016;610.8920288
02/10/2016;612.1329956
03/10/2016;610.2039795
04/10/2016;612.5109863
05/10/2016;613.0209961
06/10/2016;617.1209717
07/10/2016;619.1079712
08/10/2016;616.7520142
09/10/2016;618.9940186
10/10/2016;641.0720215
11/10/2016;636.1920166
12/10/2016;636.7860107
13/10/2016;640.3779907
14/10/2016;638.6459961
15/10/2016;641.6309814
16/10/2016;639.1929932
17/10/2016;637.960022
18/10/2016;630.5200195
19/10/2016;630.8569946
20/10/2016;632.8280029
21/10/2016;657.2940063
22/10/2016;657.0709839
23/10/2016;653.7609863
24/10/2016;657.5880127
25/10/2016;678.3040161
26/10/2016;688.3129883
27/10/2016;689.651001
28/10/2016;714.4790039
29/10/2016;701.8640137
31/10/2016;700.9719849
01/11/2016;729.7930298
02/11/2016;740.8289795
03/11/2016;688.7000122
04/11/2016;703.2349854
05/11/2016;703.4180298
06/11/2016;711.5219727
07/11/2016;703.1309814
08/11/2016;709.8480225
09/11/2016;723.2730103
10/11/2016;715.5339966
11/11/2016;716.4110107
12/11/2016;705.0540161
13/11/2016;702.0310059
14/11/2016;705.0209961
15/11/2016;711.6190186
16/11/2016;744.197998
17/11/2016;740.9769897
18/11/2016;751.585022
19/11/2016;751.6160278
20/11/2016;731.026001
21/11/2016;739.2479858
22/11/2016;751.3469849
23/11/2016;744.5939941
24/11/2016;740.2890015
25/11/2016;741.6489868
26/11/2016;735.382019
27/11/2016;732.0349731
28/11/2016;735.8129883
29/11/2016;735.6040039
30/11/2016;745.690979
01/12/2016;756.7739868
02/12/2016;777.9439697
03/12/2016;771.1550293
04/12/2016;773.8720093
05/12/2016;758.7000122
06/12/2016;764.223999
07/12/2016;768.132019
08/12/2016;770.8099976
09/12/2016;772.7940063
10/12/2016;774.6500244
11/12/2016;769.7310181
12/12/2016;780.0869751
13/12/2016;780.5560303
14/12/2016;781.4810181
15/12/2016;778.0880127
16/12/2016;784.9069824
17/12/2016;790.8289795
18/12/2016;790.5300293
19/12/2016;792.7139893
20/12/2016;800.8759766
21/12/2016;834.2810059
22/12/2016;864.539978
23/12/2016;921.9840088
24/12/2016;898.8220215
25/12/2016;896.1829834
26/12/2016;907.6099854
27/12/2016;933.197998
28/12/2016;975.9210205
29/12/2016;973.4970093
30/12/2016;961.2379761
31/12/2016;963.742981
01/01/2017;998.3250122
02/01/2017;1021.75
03/01/2017;1043.839966
04/01/2017;1154.72998
05/01/2017;1013.380005
06/01/2017;902.2009888
07/01/2017;908.585022
08/01/2017;911.1989746
09/01/2017;902.8280029
10/01/2017;907.6790161
11/01/2017;777.757019
12/01/2017;804.8339844
13/01/2017;823.9840088
14/01/2017;818.4119873
15/01/2017;821.7979736
16/01/2017;831.5339966
17/01/2017;907.9379883
18/01/2017;886.617981
19/01/2017;899.072998
20/01/2017;895.026001
21/01/2017;921.7890015
22/01/2017;924.6729736
23/01/2017;921.0120239
24/01/2017;892.6870117
25/01/2017;901.5419922
26/01/2017;917.5859985
27/01/2017;919.75
28/01/2017;921.5900269
29/01/2017;919.4959717
30/01/2017;920.382019
31/01/2017;970.4030151
01/02/2017;989.0230103
02/02/2017;1011.799988
03/02/2017;1029.910034
04/02/2017;1042.900024
05/02/2017;1027.339966
06/02/2017;1038.150024
07/02/2017;1061.349976
08/02/2017;1063.069946
09/02/2017;994.3829956
10/02/2017;988.6740112
11/02/2017;1004.450012
12/02/2017;999.1810303
13/02/2017;990.6420288
14/02/2017;1004.549988
15/02/2017;1007.47998
16/02/2017;1027.439941
17/02/2017;1046.209961
18/02/2017;1054.420044
19/02/2017;1047.869995
20/02/2017;1079.97998
21/02/2017;1115.300049
22/02/2017;1117.439941
23/02/2017;1166.719971
24/02/2017;1173.680054
25/02/2017;1143.839966
26/02/2017;1165.199951
27/02/2017;1179.969971
28/02/2017;1179.969971
01/03/2017;1222.5
02/03/2017;1251.01001
03/03/2017;1274.98999
04/03/2017;1255.150024
05/03/2017;1267.119995
06/03/2017;1272.829956
07/03/2017;1223.540039
08/03/2017;1150
09/03/2017;1188.48999
10/03/2017;1116.719971
11/03/2017;1175.829956
12/03/2017;1221.380005
13/03/2017;1231.920044
14/03/2017;1240
15/03/2017;1249.609985
16/03/2017;1187.810059
17/03/2017;1100.22998
18/03/2017;973.8179932
19/03/2017;1036.73999
20/03/2017;1054.22998
21/03/2017;1120.540039
22/03/2017;1049.140015
23/03/2017;1038.589966
24/03/2017;937.5200195
25/03/2017;972.7789917
26/03/2017;1045.77002
26/03/2017;966.7249756
27/03/2017;1047.150024
28/03/2017;1039.969971
29/03/2017;1026.430054
30/03/2017;1071.790039
31/03/2017;1080.5
01/04/2017;1102.170044
02/04/2017;1143.810059
03/04/2017;1133.25
04/04/2017;1124.780029
05/04/2017;1182.680054
06/04/2017;1176.900024
07/04/2017;1175.949951
08/04/2017;1187.869995
09/04/2017;1187.130005
10/04/2017;1205.01001
11/04/2017;1200.369995
12/04/2017;1169.280029
13/04/2017;1167.540039
14/04/2017;1172.52002
15/04/2017;1182.939941
16/04/2017;1193.910034
17/04/2017;1211.670044
18/04/2017;1210.290039
19/04/2017;1229.079956
20/04/2017;1222.050049
21/04/2017;1231.709961
22/04/2017;1207.209961
23/04/2017;1250.150024
24/04/2017;1265.48999
25/04/2017;1281.079956
26/04/2017;1317.72998
27/04/2017;1316.47998
28/04/2017;1321.790039
29/04/2017;1347.890015
30/04/2017;1421.599976
01/05/2017;1452.819946
02/05/2017;1490.089966
03/05/2017;1537.670044
04/05/2017;1555.449951
05/05/2017;1578.800049
06/05/2017;1596.709961
07/05/2017;1723.349976
08/05/2017;1755.359985
09/05/2017;1787.130005
10/05/2017;1848.569946
11/05/2017;1724.23999
12/05/2017;1804.910034
13/05/2017;1808.910034
14/05/2017;1738.430054
15/05/2017;1734.449951
16/05/2017;1839.089966
17/05/2017;1888.650024
18/05/2017;1987.709961
19/05/2017;2084.72998
20/05/2017;2041.199951
21/05/2017;2173.399902
22/05/2017;2320.419922
23/05/2017;2443.639893
24/05/2017;2304.97998
25/05/2017;2202.419922
26/05/2017;2038.869995
27/05/2017;2155.800049
28/05/2017;2255.610107
29/05/2017;2175.469971
30/05/2017;2286.409912
31/05/2017;2407.879883
01/06/2017;2488.550049
02/06/2017;2515.350098
03/06/2017;2511.810059
04/06/2017;2686.810059
05/06/2017;2863.199951
06/06/2017;2732.159912
07/06/2017;2805.620117
08/06/2017;2823.810059
09/06/2017;2947.709961
10/06/2017;2958.110107
11/06/2017;2659.629883
12/06/2017;2717.02002
13/06/2017;2506.370117
14/06/2017;2464.580078
15/06/2017;2518.560059
16/06/2017;2655.879883
17/06/2017;2548.290039
18/06/2017;2589.600098
19/06/2017;2721.790039
20/06/2017;2689.100098
21/06/2017;2705.409912
22/06/2017;2744.909912
23/06/2017;2608.719971
24/06/2017;2589.409912
25/06/2017;2478.449951
26/06/2017;2552.449951
27/06/2017;2574.790039
28/06/2017;2539.320068
29/06/2017;2480.840088
30/06/2017;2434.550049
01/07/2017;2506.469971
02/07/2017;2564.060059
03/07/2017;2601.639893
04/07/2017;2601.98999
05/07/2017;2608.560059
06/07/2017;2518.659912
07/07/2017;2571.340088
08/07/2017;2518.439941
09/07/2017;2372.560059
10/07/2017;2337.790039
11/07/2017;2398.840088
12/07/2017;2357.899902
13/07/2017;2233.340088
14/07/2017;1998.859985
15/07/2017;1929.819946
16/07/2017;2228.409912
17/07/2017;2318.879883
18/07/2017;2273.429932
19/07/2017;2817.600098
20/07/2017;2667.76001
21/07/2017;2810.120117
22/07/2017;2730.399902
23/07/2017;2754.860107
24/07/2017;2576.47998
25/07/2017;2529.449951
26/07/2017;2671.780029
27/07/2017;2809.01001
28/07/2017;2726.449951
29/07/2017;2757.179932
30/07/2017;2875.340088
31/07/2017;2718.26001
01/08/2017;2710.669922
02/08/2017;2804.72998
03/08/2017;2895.889893
04/08/2017;3252.909912
05/08/2017;3213.939941
06/08/2017;3378.939941
07/08/2017;3419.939941
08/08/2017;3342.469971
09/08/2017;3381.280029
10/08/2017;3650.620117
11/08/2017;3884.709961
12/08/2017;4073.26001
13/08/2017;4325.129883
14/08/2017;4181.930176
15/08/2017;4376.629883
16/08/2017;4331.689941
17/08/2017;4160.620117
18/08/2017;4193.700195
19/08/2017;4087.659912
20/08/2017;4001.73999
21/08/2017;4100.52002
22/08/2017;4151.52002
23/08/2017;4334.680176
24/08/2017;4371.600098
25/08/2017;4352.399902
26/08/2017;4382.879883
27/08/2017;4382.660156
28/08/2017;4579.02002
29/08/2017;4565.299805
30/08/2017;4703.390137
31/08/2017;4892.009766
01/09/2017;4578.77002
02/09/2017;4582.959961
03/09/2017;4236.310059
04/09/2017;4376.529785
